BinID,Enrichment,product,gene,Classification,Confidence,Tax_Level,Quality,EC_number,General_Pathway
Laura1metabat.49,Laura1,Pyruvate dehydrogenase E1 component,aceE_1,Hydrogenophaga,0.66,genus,High,1.2.4.1,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,aceF,Hydrogenophaga,0.66,genus,High,2.3.1.12,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Hydrogenophaga,0.66,genus,High,1.2.4.2,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Hydrogenophaga,0.66,genus,High,2.3.1.61,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,Dihydrolipoyl dehydrogenase,lpd,Hydrogenophaga,0.66,genus,High,1.8.1.4,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,Benzoate--CoA ligase,bclA_1,Hydrogenophaga,0.66,genus,High,6.2.1.25,Benzoate degradation
Laura1metabat.49,Laura1,Benzoate--CoA ligase,bclA_1,Hydrogenophaga,0.66,genus,High,6.2.1.25,Aminobenzoate degradation
Laura1metabat.49,Laura1,"3,4-dehydroadipyl-CoA semialdehyde dehydrogenase",boxD,Hydrogenophaga,0.66,genus,High,1.2.1.77,Benzoate degradation
Laura1metabat.49,Laura1,Benzoyl-CoA-dihydrodiol lyase,boxC,Hydrogenophaga,0.66,genus,High,4.1.2.44,Benzoate degradation
Laura1metabat.49,Laura1,Benzoyl-CoA oxygenase component B,boxB,Hydrogenophaga,0.66,genus,High,1.14.13.208,Benzoate degradation
Laura1metabat.49,Laura1,Benzoyl-CoA oxygenase component A,boxA,Hydrogenophaga,0.66,genus,High,1.14.13.208,Benzoate degradation
Laura1metabat.49,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Hydrogenophaga,0.66,genus,High,4.2.1.17,Benzoate degradation
Laura1metabat.49,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Hydrogenophaga,0.66,genus,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.49,Laura1,Aliphatic amidase,NA,Hydrogenophaga,0.66,genus,High,3.5.1.4,Aminobenzoate degradation
Laura1metabat.49,Laura1,Maleylacetate reductase,tfdF,Hydrogenophaga,0.66,genus,High,1.3.1.32,Benzoate degradation
Laura1metabat.49,Laura1,Chloronitrobenzene nitroreductase,cnbA_2,Hydrogenophaga,0.66,genus,High,1.7.1.16,Aminobenzoate degradation
Laura1metabat.49,Laura1,putative enoyl-CoA hydratase echA12,NA,Hydrogenophaga,0.66,genus,High,4.2.1.17,Benzoate degradation
Laura1metabat.49,Laura1,putative enoyl-CoA hydratase echA12,NA,Hydrogenophaga,0.66,genus,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.49,Laura1,Acetyl-CoA acetyltransferase,phaA,Hydrogenophaga,0.66,genus,High,2.3.1.9,Benzoate degradation
Laura1metabat.49,Laura1,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3_3,Hydrogenophaga,0.66,genus,High,1.14.12.7,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.49,Laura1,"Anthranilate 1,2-dioxygenase large subunit",andAc,Hydrogenophaga,0.66,genus,High,1.14.12.1,Aminobenzoate degradation
Laura1metabat.49,Laura1,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit beta 1",tphA3I_1,Hydrogenophaga,0.66,genus,High,1.14.12.15,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.49,Laura1,Beta-ketothiolase BktB,bktB,Hydrogenophaga,0.66,genus,High,2.3.1.16,Benzoate degradation
Laura1metabat.49,Laura1,Phosphoenolpyruvate carboxykinase [GTP],pckG,Hydrogenophaga,0.66,genus,High,4.1.1.32,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,Fumarate hydratase class II,fumC,Hydrogenophaga,0.66,genus,High,4.2.1.2,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,Beta-ketoadipyl-CoA thiolase,pcaF,Hydrogenophaga,0.66,genus,High,2.3.1.174,Benzoate degradation
Laura1metabat.49,Laura1,3-oxoadipate CoA-transferase subunit B,pcaJ,Hydrogenophaga,0.66,genus,High,2.8.3.6,Benzoate degradation
Laura1metabat.49,Laura1,3-oxoadipate CoA-transferase subunit A,pcaI,Hydrogenophaga,0.66,genus,High,2.8.3.6,Benzoate degradation
Laura1metabat.49,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD,Hydrogenophaga,0.66,genus,High,3.1.1.57,Benzoate degradation
Laura1metabat.49,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD,Hydrogenophaga,0.66,genus,High,3.1.1.57,Aminobenzoate degradation
Laura1metabat.49,Laura1,"Protocatechuate 4,5-dioxygenase alpha chain",ligA_3,Hydrogenophaga,0.66,genus,High,1.13.11.8,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.49,Laura1,"Protocatechuate 4,5-dioxygenase alpha chain",ligA_3,Hydrogenophaga,0.66,genus,High,1.13.11.8,Benzoate degradation
Laura1metabat.49,Laura1,"Protocatechuate 4,5-dioxygenase alpha chain",ligA_3,Hydrogenophaga,0.66,genus,High,1.13.11.8,Aminobenzoate degradation
Laura1metabat.49,Laura1,"Protocatechuate 4,5-dioxygenase beta chain",ligB,Hydrogenophaga,0.66,genus,High,1.13.11.8,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.49,Laura1,"Protocatechuate 4,5-dioxygenase beta chain",ligB,Hydrogenophaga,0.66,genus,High,1.13.11.8,Benzoate degradation
Laura1metabat.49,Laura1,"Protocatechuate 4,5-dioxygenase beta chain",ligB,Hydrogenophaga,0.66,genus,High,1.13.11.8,Aminobenzoate degradation
Laura1metabat.49,Laura1,4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase,ligC,Hydrogenophaga,0.66,genus,High,1.1.1.312,Benzoate degradation
Laura1metabat.49,Laura1,4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase,ligC,Hydrogenophaga,0.66,genus,High,1.1.1.312,Aminobenzoate degradation
Laura1metabat.49,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Hydrogenophaga,0.66,genus,High,4.2.1.17,Benzoate degradation
Laura1metabat.49,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Hydrogenophaga,0.66,genus,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.49,Laura1,putative enoyl-CoA hydratase 1,NA,Hydrogenophaga,0.66,genus,High,4.2.1.17,Benzoate degradation
Laura1metabat.49,Laura1,putative enoyl-CoA hydratase 1,NA,Hydrogenophaga,0.66,genus,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.49,Laura1,4-hydroxy-2-oxovalerate aldolase,bphF,Hydrogenophaga,0.66,genus,High,4.1.3.39,Benzoate degradation
Laura1metabat.49,Laura1,Putative amidase AmiD,amiD,Hydrogenophaga,0.66,genus,High,3.5.1.4,Aminobenzoate degradation
Laura1metabat.49,Laura1,Acetyl-CoA acetyltransferase,thlA_1,Hydrogenophaga,0.66,genus,High,2.3.1.9,Benzoate degradation
Laura1metabat.49,Laura1,"Fumarate hydratase class I, aerobic",fumA,Hydrogenophaga,0.66,genus,High,4.2.1.2,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,"Hydroxyquinol 1,2-dioxygenase",npcC,Hydrogenophaga,0.66,genus,High,1.13.11.37,Benzoate degradation
Laura1metabat.49,Laura1,3-hydroxybutyryl-CoA dehydrogenase,hbd,Hydrogenophaga,0.66,genus,High,1.1.1.157,Benzoate degradation
Laura1metabat.49,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Hydrogenophaga,0.66,genus,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Hydrogenophaga,0.66,genus,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,Mono(2-hydroxyethyl) terephthalate hydrolase,NA,Hydrogenophaga,0.66,genus,High,3.1.1.102,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.49,Laura1,3-ketoacyl-CoA thiolase,fadA_2,Hydrogenophaga,0.66,genus,High,2.3.1.16,Benzoate degradation
Laura1metabat.49,Laura1,putative 3-hydroxyacyl-CoA dehydrogenase,fadN,Hydrogenophaga,0.66,genus,High,1.1.1.35,Benzoate degradation
Laura1metabat.49,Laura1,3-ketoacyl-CoA thiolase,fadA_3,Hydrogenophaga,0.66,genus,High,2.3.1.16,Benzoate degradation
Laura1metabat.49,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_2,Hydrogenophaga,0.66,genus,High,4.2.1.17,Benzoate degradation
Laura1metabat.49,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_2,Hydrogenophaga,0.66,genus,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.49,Laura1,Benzoate--CoA ligase,bclA_2,Hydrogenophaga,0.66,genus,High,6.2.1.25,Benzoate degradation
Laura1metabat.49,Laura1,Benzoate--CoA ligase,bclA_2,Hydrogenophaga,0.66,genus,High,6.2.1.25,Aminobenzoate degradation
Laura1metabat.49,Laura1,"2-hydroxy-1,4-benzoquinone reductase",NA,Hydrogenophaga,0.66,genus,High,1.6.5.7,Aminobenzoate degradation
Laura1metabat.49,Laura1,3-hydroxylaminophenol mutase,NA,Hydrogenophaga,0.66,genus,High,5.4.4.3,Aminobenzoate degradation
Laura1metabat.49,Laura1,Mandelamide hydrolase,mdlY,Hydrogenophaga,0.66,genus,High,3.5.1.86,Aminobenzoate degradation
Laura1metabat.49,Laura1,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit beta 2",tphA3II,Hydrogenophaga,0.66,genus,High,1.14.12.15,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.49,Laura1,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit alpha 1",tphA2I_1,Hydrogenophaga,0.66,genus,High,1.14.12.15,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.49,Laura1,3-oxoadipate enol-lactonase 2,catD,Hydrogenophaga,0.66,genus,High,3.1.1.24,Benzoate degradation
Laura1metabat.49,Laura1,3-hydroxybenzoate 6-hydroxylase,nagX,Hydrogenophaga,0.66,genus,High,1.14.13.24,Benzoate degradation
Laura1metabat.49,Laura1,Aconitate hydratase A,acn_2,Hydrogenophaga,0.66,genus,High,4.2.1.3,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,Aconitate hydratase B,acnB,Hydrogenophaga,0.66,genus,High,4.2.1.3,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,Malate dehydrogenase,mdh_1,Hydrogenophaga,0.66,genus,High,1.1.1.37,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA,Hydrogenophaga,0.66,genus,High,1.3.5.1,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB,Hydrogenophaga,0.66,genus,High,1.3.5.1,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,putative enoyl-CoA hydratase echA8,echA8_3,Hydrogenophaga,0.66,genus,High,4.2.1.17,Benzoate degradation
Laura1metabat.49,Laura1,putative enoyl-CoA hydratase echA8,echA8_3,Hydrogenophaga,0.66,genus,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.49,Laura1,Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase,NA,Hydrogenophaga,0.66,genus,High,1.3.8.10,Benzoate degradation
Laura1metabat.49,Laura1,Pyruvate dehydrogenase E1 component,aceE_2,Hydrogenophaga,0.66,genus,High,1.2.4.1,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_3,Hydrogenophaga,0.66,genus,High,4.2.1.17,Benzoate degradation
Laura1metabat.49,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_3,Hydrogenophaga,0.66,genus,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.49,Laura1,Acetyl-CoA acetyltransferase,thlA_2,Hydrogenophaga,0.66,genus,High,2.3.1.9,Benzoate degradation
Laura1metabat.49,Laura1,Acylphosphatase,acyP,Hydrogenophaga,0.66,genus,High,3.6.1.7,Aminobenzoate degradation
Laura1metabat.49,Laura1,Vanillin dehydrogenase,vdh,Hydrogenophaga,0.66,genus,High,1.2.1.67,Aminobenzoate degradation
Laura1metabat.49,Laura1,"Hydroxyquinol 1,2-dioxygenase",chqB,Hydrogenophaga,0.66,genus,High,1.13.11.37,Benzoate degradation
Laura1metabat.49,Laura1,Fumarate reductase flavoprotein subunit,ifcA_2,Hydrogenophaga,0.66,genus,High,1.3.5.4,Citrate cycle (TCA cycle)
Laura1metabat.49,Laura1,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit alpha 1",tphA2I_2,Hydrogenophaga,0.66,genus,High,1.14.12.15,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.49,Laura1,"Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit beta 1",tphA3I_2,Hydrogenophaga,0.66,genus,High,1.14.12.15,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.49,Laura1,"1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase",tphBI,Hydrogenophaga,0.66,genus,High,1.3.1.53,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.49,Laura1,"Terephthalate 1,2-dioxygenase, reductase component 2",tphA1II,Hydrogenophaga,0.66,genus,High,1.14.12.15,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.49,Laura1,3-hydroxybenzoate 6-hydroxylase 1,xlnD_2,Hydrogenophaga,0.66,genus,High,1.14.13.24,Benzoate degradation
Laura1metabat.49,Laura1,(S)-mandelate dehydrogenase,mdlB,Hydrogenophaga,0.66,genus,High,1.1.99.31,Aminobenzoate degradation
Laura1metabat.5,Laura1,4-hydroxybenzoate decarboxylase subunit C,NA,Parapedobacter,0.85,genus,High,4.1.1.61,Aminobenzoate degradation
Laura1metabat.5,Laura1,Phosphoenolpyruvate carboxykinase (ATP),pckA,Parapedobacter,0.85,genus,High,4.1.1.49,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,"Catechol-2,3-dioxygenase",catE,Parapedobacter,0.85,genus,High,1.13.11.2,Benzoate degradation
Laura1metabat.5,Laura1,Acylphosphatase,acyP,Parapedobacter,0.85,genus,High,3.6.1.7,Aminobenzoate degradation
Laura1metabat.5,Laura1,Fumarate hydratase class II,fumC,Parapedobacter,0.85,genus,High,4.2.1.2,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,3-ketoacyl-CoA thiolase,fadA,Parapedobacter,0.85,genus,High,2.3.1.16,Benzoate degradation
Laura1metabat.5,Laura1,putative 3-hydroxyacyl-CoA dehydrogenase,fadN,Parapedobacter,0.85,genus,High,1.1.1.35,Benzoate degradation
Laura1metabat.5,Laura1,Dihydrolipoyl dehydrogenase,NA,Parapedobacter,0.85,genus,High,1.8.1.4,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,Dihydrolipoyl dehydrogenase,lpd,Parapedobacter,0.85,genus,High,1.8.1.4,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Parapedobacter,0.85,genus,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,Acetyl-CoA acetyltransferase,thlA,Parapedobacter,0.85,genus,High,2.3.1.9,Benzoate degradation
Laura1metabat.5,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Parapedobacter,0.85,genus,High,2.3.1.12,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,3-oxoadipate enol-lactonase 2,catD,Parapedobacter,0.85,genus,High,3.1.1.24,Benzoate degradation
Laura1metabat.5,Laura1,Isocitrate dehydrogenase [NADP],icd,Parapedobacter,0.85,genus,High,1.1.1.42,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,Malate dehydrogenase,mdh,Parapedobacter,0.85,genus,High,1.1.1.37,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,Pyruvate carboxylase,pycA,Parapedobacter,0.85,genus,High,6.4.1.1,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,putative enoyl-CoA hydratase echA8,echA8,Parapedobacter,0.85,genus,High,4.2.1.17,Benzoate degradation
Laura1metabat.5,Laura1,putative enoyl-CoA hydratase echA8,echA8,Parapedobacter,0.85,genus,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.5,Laura1,Fumarate reductase flavoprotein subunit,frdA,Parapedobacter,0.85,genus,High,1.3.5.4,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,Fumarate reductase iron-sulfur subunit,frdB,Parapedobacter,0.85,genus,High,1.3.5.1,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Parapedobacter,0.85,genus,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,"2-hydroxy-1,4-benzoquinone reductase",NA,Parapedobacter,0.85,genus,High,1.6.5.7,Aminobenzoate degradation
Laura1metabat.5,Laura1,3-hydroxybutyryl-CoA dehydrogenase,fadB2,Parapedobacter,0.85,genus,High,1.1.1.157,Benzoate degradation
Laura1metabat.5,Laura1,Malate:quinone oxidoreductase,mqo,Parapedobacter,0.85,genus,High,1.1.5.4,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Parapedobacter,0.85,genus,High,1.2.4.2,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Parapedobacter,0.85,genus,High,2.3.1.61,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,Aconitate hydratase A,acn,Parapedobacter,0.85,genus,High,4.2.1.3,Citrate cycle (TCA cycle)
Laura1metabat.5,Laura1,putative 3-hydroxybutyryl-CoA dehydrogenase,mmgB,Parapedobacter,0.85,genus,High,1.1.1.157,Benzoate degradation
Laura1metabat.50,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Legionella,0.55,genus,High,2.3.1.12,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,Pyruvate dehydrogenase E1 component subunit beta,pdhB,Legionella,0.55,genus,High,1.2.4.1,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,Pyruvate dehydrogenase E1 component subunit alpha,pdhA,Legionella,0.55,genus,High,1.2.4.1,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,Acetyl-CoA acetyltransferase,thlA,Legionella,0.55,genus,High,2.3.1.9,Benzoate degradation
Laura1metabat.50,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF,Legionella,0.55,genus,High,4.2.1.17,Benzoate degradation
Laura1metabat.50,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF,Legionella,0.55,genus,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.50,Laura1,"Terephthalate 1,2-dioxygenase, reductase component 1",tphA1I,Legionella,0.55,genus,High,1.14.12.15,Polycyclic aromatic hydrocarbon degradation
Laura1metabat.50,Laura1,Fumarate hydratase class II,fumC,Legionella,0.55,genus,High,4.2.1.2,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,4-hydroxy-2-oxovalerate aldolase,NA,Legionella,0.55,genus,High,4.1.3.39,Benzoate degradation
Laura1metabat.50,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Legionella,0.55,genus,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Legionella,0.55,genus,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Legionella,0.55,genus,High,2.3.1.61,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Legionella,0.55,genus,High,1.2.4.2,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB,Legionella,0.55,genus,High,1.3.5.1,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA,Legionella,0.55,genus,High,1.3.5.1,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,Pyruvate dehydrogenase E1 component,aceE,Legionella,0.55,genus,High,1.2.4.1,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,aceF,Legionella,0.55,genus,High,2.3.1.12,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,Beta-ketoadipyl-CoA thiolase,pcaF,Legionella,0.55,genus,High,2.3.1.174,Benzoate degradation
Laura1metabat.50,Laura1,Malate dehydrogenase,mdh,Legionella,0.55,genus,High,1.1.1.37,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,3-oxoadipate enol-lactonase 2,catD,Legionella,0.55,genus,High,3.1.1.24,Benzoate degradation
Laura1metabat.50,Laura1,Isocitrate dehydrogenase [NADP],icd,Legionella,0.55,genus,High,1.1.1.42,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,putative 3-hydroxyacyl-CoA dehydrogenase,fadN,Legionella,0.55,genus,High,1.1.1.35,Benzoate degradation
Laura1metabat.50,Laura1,2-oxoglutarate oxidoreductase subunit KorB,korB,Legionella,0.55,genus,High,1.2.7.3,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,2-oxoglutarate oxidoreductase subunit KorA,korA,Legionella,0.55,genus,High,1.2.7.3,Citrate cycle (TCA cycle)
Laura1metabat.50,Laura1,Dihydrolipoyl dehydrogenase,lpdA,Legionella,0.55,genus,High,1.8.1.4,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,Aconitate hydratase A,acnA,Rhodobacter sp. SGA-6-6,0.61,species,High,4.2.1.3,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,Pyruvate carboxylase,pycA,Rhodobacter sp. SGA-6-6,0.61,species,High,6.4.1.1,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,Acetyl-CoA acetyltransferase,mmgA,Rhodobacter sp. SGA-6-6,0.61,species,High,2.3.1.9,Benzoate degradation
Laura1metabat.52,Laura1,Acetyl-CoA acetyltransferase,phaA,Rhodobacter sp. SGA-6-6,0.61,species,High,2.3.1.9,Benzoate degradation
Laura1metabat.52,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Rhodobacter sp. SGA-6-6,0.61,species,High,2.3.1.12,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,Fumarate hydratase class II,fumC,Rhodobacter sp. SGA-6-6,0.61,species,High,4.2.1.2,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,3-hydroxybenzoate 6-hydroxylase 1,xlnD,Rhodobacter sp. SGA-6-6,0.61,species,High,1.14.13.24,Benzoate degradation
Laura1metabat.52,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB,Rhodobacter sp. SGA-6-6,0.61,species,High,1.3.5.1,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA,Rhodobacter sp. SGA-6-6,0.61,species,High,1.3.5.1,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,Malate dehydrogenase,mdh,Rhodobacter sp. SGA-6-6,0.61,species,High,1.1.1.37,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC_1,Rhodobacter sp. SGA-6-6,0.61,species,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD_1,Rhodobacter sp. SGA-6-6,0.61,species,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Rhodobacter sp. SGA-6-6,0.61,species,High,1.2.4.2,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Rhodobacter sp. SGA-6-6,0.61,species,High,2.3.1.61,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,Dihydrolipoyl dehydrogenase 3,lpd3,Rhodobacter sp. SGA-6-6,0.61,species,High,1.8.1.4,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,Beta-ketoadipyl-CoA thiolase,pcaF,Rhodobacter sp. SGA-6-6,0.61,species,High,2.3.1.174,Benzoate degradation
Laura1metabat.52,Laura1,3-oxoadipate CoA-transferase subunit B,pcaJ,Rhodobacter sp. SGA-6-6,0.61,species,High,2.8.3.6,Benzoate degradation
Laura1metabat.52,Laura1,3-oxoadipate CoA-transferase subunit A,pcaI,Rhodobacter sp. SGA-6-6,0.61,species,High,2.8.3.6,Benzoate degradation
Laura1metabat.52,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_1,Rhodobacter sp. SGA-6-6,0.61,species,High,4.2.1.17,Benzoate degradation
Laura1metabat.52,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_1,Rhodobacter sp. SGA-6-6,0.61,species,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.52,Laura1,Phosphoenolpyruvate carboxykinase (ATP),pckA,Rhodobacter sp. SGA-6-6,0.61,species,High,4.1.1.49,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,putative 3-hydroxybutyryl-CoA dehydrogenase,mmgB,Rhodobacter sp. SGA-6-6,0.61,species,High,1.1.1.157,Benzoate degradation
Laura1metabat.52,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_2,Rhodobacter sp. SGA-6-6,0.61,species,High,4.2.1.17,Benzoate degradation
Laura1metabat.52,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_2,Rhodobacter sp. SGA-6-6,0.61,species,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.52,Laura1,3-oxoadipate enol-lactonase 2,catD,Rhodobacter sp. SGA-6-6,0.61,species,High,3.1.1.24,Benzoate degradation
Laura1metabat.52,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD_2,Rhodobacter sp. SGA-6-6,0.61,species,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC_2,Rhodobacter sp. SGA-6-6,0.61,species,High,6.2.1.5,Citrate cycle (TCA cycle)
Laura1metabat.52,Laura1,Beta-ketothiolase BktB,bktB,Rhodobacter sp. SGA-6-6,0.61,species,High,2.3.1.16,Benzoate degradation
Laura1metabat.52,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Rhodobacter sp. SGA-6-6,0.61,species,High,4.2.1.17,Benzoate degradation
Laura1metabat.52,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Rhodobacter sp. SGA-6-6,0.61,species,High,4.2.1.17,Aminobenzoate degradation
Laura1metabat.52,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Rhodobacter sp. SGA-6-6,0.61,species,High,4.2.1.17,Benzoate degradation
